Compound,A,B,In literature,v(A),v(B),r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,τ,μ,Lowest distortion
AlHoO3,Al,Ho,FALSE,3,3,0.54,0.54,0.9,1.61,1.23,2.186788809,2.25865608,-2.120142857,0.596429198,-10.96815178,0.642857143,rhombohedral
AlInO3,Al,In,FALSE,3,3,0.54,0.54,0.8,1.61,1.78,2.186788809,2.147680955,-1.825857143,0.623539616,-12.40211344,0.571428571,orthorhombic
AlIrO3,Al,Ir,FALSE,3,3,0.54,0.54,0.68,1.61,2.2,2.186788809,2.009082787,-1.519,0.659513056,-17.27570333,0.485714286,cubic
AlKO3,Al,K,FALSE,-,-,0.54,0.54,1.38,1.61,0.82,2.186788809,2.723507129,-3.102642857,0.493448617,-,0.985714286,orthorhombic
AlLaO3,Al,La,FALSE,3,3,0.54,0.54,1.03,1.61,1.1,2.186788809,2.376509378,-2.389892857,0.564521463,-10.07643733,0.735714286,orthorhombic
AlLiO3,Al,Li,FALSE,-,-,0.54,0.54,0.76,1.61,0.98,2.186788809,2.095547886,-1.904857143,0.635086646,-,0.542857143,cubic
AlLuO3,Al,Lu,FALSE,3,3,0.54,0.54,0.86,1.61,1.27,2.186788809,2.209114963,-2.037142857,0.606985467,-11.41994367,0.614285714,rhombohedral
AlMgO3,Al,Mg,FALSE,-,-,0.54,0.54,0.72,1.61,1.31,2.186788809,2.046489492,-1.765928571,0.647069413,-,0.514285714,cubic
AlMnO3,Al,Mn,FALSE,3,3,0.54,0.54,0.65,1.61,1.55,2.186788809,2.16999357,-1.587892857,0.669164466,-20.28878795,0.464285714,cubic
AlMoO3,Al,Mo,FALSE,3,3,0.54,0.54,0.69,1.61,2.16,2.186788809,1.7893,-1.545535714,0.656357491,-16.54919067,0.492857143,cubic
AlNaO3,Al,Na,FALSE,-,-,0.54,0.54,1.02,1.61,0.93,2.186788809,2.425828064,-2.403857143,0.566854196,-,0.728571429,orthorhombic
AlNbO3,Al,Nb,FALSE,3,3,0.54,0.54,0.72,1.61,1.6,2.186788809,1.955055241,-1.71,0.647069413,-14.87668942,0.514285714,cubic
AlNdO3,Al,Nd,FALSE,3,3,0.54,0.54,0.98,1.61,1.14,2.186788809,2.320966993,-2.288071429,0.576381158,-10.34509833,0.7,orthorhombic
AlNiO3,Al,Ni,FALSE,3,3,0.54,0.54,0.6,1.61,1.91,2.186788809,2.103725488,-1.424357143,0.685893578,-32.29296494,0.428571429,cubic
AlNpO3,Al,Np,FALSE,0,0,0.54,0.54,0.86,1.61,1.36,2.186788809,0,-2.019785714,0.606985467,-,0.614285714,orthorhombic
AlOsO3,Al,Os,FALSE,0,0,0.54,0.54,0.57,1.61,2.2,2.186788809,1.954921624,-1.311964286,0.696338658,-,0.407142857,cubic
AlPaO3,Al,Pa,FALSE,0,0,0.54,0.54,0.91,1.61,1.5,2.186788809,0,-2.086892857,0.593847253,-,0.65,cubic
AlPbO3,Al,Pb,FALSE,-,-,0.54,0.54,0.99,1.61,2.33,2.186788809,2.362863567,-2.077392857,0.573969521,-,0.707142857,orthorhombic
AlPdO3,Al,Pd,FALSE,3,3,0.54,0.54,0.76,1.61,2.2,2.186788809,2.04250519,-1.669571429,0.635086646,-13.395154,0.542857143,cubic
AlPmO3,Al,Pm,FALSE,0,0,0.54,0.54,0.97,1.61,1.13,2.186788809,0,-2.271178571,0.578813146,-,0.692857143,orthorhombic
AlPrO3,Al,Pr,FALSE,3,3,0.54,0.54,0.99,1.61,1.13,2.186788809,2.340791612,-2.308821429,0.573969521,-10.28552362,0.707142857,orthorhombic
AlPtO3,Al,Pt,FALSE,0,0,0.54,0.54,0.67,1.61,2.28,2.186788809,2.64390067,-1.48475,0.662699109,-,0.478571429,cubic
AlPuO3,Al,Pu,FALSE,0,0,0.54,0.54,0.83,1.61,1.28,2.186788809,2.226583834,-1.97875,0.615151191,-,0.592857143,orthorhombic
AlRbO3,Al,Rb,FALSE,-,-,0.54,0.54,1.52,1.61,0.82,2.186788809,2.825996661,-3.366142857,0.469790122,-,1.085714286,cubic
AlReO3,Al,Re,FALSE,3,3,0.54,0.54,0.63,1.61,1.9,2.186788809,1.98797081,-1.48275,0.675757219,-23.45904428,0.45,cubic
AlRhO3,Al,Rh,FALSE,3,3,0.54,0.54,0.67,1.61,2.28,2.186788809,2.001424352,-1.48475,0.662699109,-18.119601,0.478571429,cubic
AlRuO3,Al,Ru,FALSE,3,3,0.54,0.54,0.68,1.61,2.2,2.186788809,2.018753288,-1.519,0.659513056,-17.27570333,0.485714286,cubic
AlSbO3,Al,Sb,FALSE,3,3,0.54,0.54,0.76,1.61,2.05,2.186788809,2.075848892,-1.6985,0.635086646,-13.395154,0.542857143,cubic
AlScO3,Al,Sc,FALSE,3,3,0.54,0.54,0.75,1.61,1.36,2.186788809,2.074614707,-1.81275,0.638040537,-13.70859439,0.535714286,cubic
AlSiO3,Al,Si,FALSE,-,-,0.54,0.54,0.4,1.61,1.9,2.186788809,1.783360927,-1.049857143,0.762103975,-,0.285714286,cubic
AlSmO3,Al,Sm,FALSE,3,3,0.54,0.54,0.96,1.61,1.17,2.186788809,2.311832729,-2.244642857,0.581265744,-10.47459187,0.685714286,orthorhombic
AlSnO3,Al,Sn,FALSE,-,-,0.54,0.54,0.69,1.61,1.96,2.186788809,2.052287148,-1.584107143,0.656357491,-,0.492857143,cubic
AlSrO3,Al,Sr,FALSE,-,-,0.54,0.54,1.18,1.61,0.95,2.186788809,2.452968591,-2.701142857,0.531700448,-,0.842857143,orthorhombic
AlTaO3,Al,Ta,FALSE,3,3,0.54,0.54,0.72,1.61,1.5,2.186788809,1.956808277,-1.729285714,0.647069413,-14.87668942,0.514285714,cubic
AlTbO3,Al,Tb,FALSE,3,3,0.54,0.54,0.92,1.61,1.2,2.186788809,2.256932729,-2.163571429,0.591287567,-10.78316814,0.657142857,rhombohedral
AlTcO3,Al,Tc,FALSE,0,0,0.54,0.54,0.6,1.61,1.9,2.186788809,0,-1.426285714,0.685893578,-,0.428571429,cubic
AlTeO3,Al,Te,FALSE,-,-,0.54,0.54,0.77,1.61,2.1,2.186788809,2.115491508,-1.707678571,0.632159979,-,0.55,cubic
AlThO3,Al,Th,FALSE,-,-,0.54,0.54,0.94,1.61,1.3,2.186788809,2.246056043,-2.181928571,0.586233827,-,0.671428571,cubic
AlTiO3,Al,Ti,FALSE,3,3,0.54,0.54,0.67,1.61,1.54,2.186788809,1.927848949,-1.627464286,0.662699109,-18.119601,0.478571429,cubic
AlTlO3,Al,Tl,FALSE,3,3,0.54,0.54,0.89,1.61,1.62,2.186788809,2.297683747,-2.026107143,0.599033692,-11.06994889,0.635714286,orthorhombic
AlTmO3,Al,Tm,FALSE,3,3,0.54,0.54,0.88,1.61,1.25,2.186788809,2.119700811,-2.078642857,0.601661033,-11.17872059,0.628571429,rhombohedral
AlUO3,Al,U,FALSE,3,3,0.54,0.54,1.03,1.61,1.38,2.186788809,2.0478,-2.335892857,0.564521463,-10.07643733,0.735714286,orthorhombic
AlVO3,Al,V,FALSE,3,3,0.54,0.54,0.64,1.61,1.63,2.186788809,1.758039163,-1.553642857,0.672444684,-21.71105415,0.457142857,orthorhombic
AlWO3,Al,W,FALSE,3,3,0.54,0.54,0.66,1.61,2.36,2.186788809,1.7456,-1.4505,0.665916095,-19.11049639,0.471428571,cubic
AlYO3,Al,Y,FALSE,3,3,0.54,0.54,0.9,1.61,1.22,2.186788809,2.235124352,-2.122071429,0.596429198,-10.96815178,0.642857143,rhombohedral
AlYbO3,Al,Yb,FALSE,3,3,0.54,0.54,0.87,1.61,1.1,2.186788809,2.223980699,-2.08875,0.604311522,-11.2951346,0.621428571,orthorhombic
AlZnO3,Al,Zn,FALSE,-,-,0.54,0.54,0.74,1.61,1.65,2.186788809,2.096140752,-1.738,0.641022035,-,0.528571429,cubic
AlZrO3,Al,Zr,FALSE,3,3,0.54,0.54,0.72,1.61,1.33,2.186788809,2.043777903,-1.762071429,0.647069413,-14.87668942,0.514285714,cubic
AsAcO3,As,Ac,FALSE,0,0,0.52,0.52,1.12,2.18,1.1,2.214684508,0,-2.314571429,0.538748024,-,0.8,orthorhombic
AsAgO3,As,Ag,FALSE,3,3,0.58,0.52,0.75,2.18,1.93,2.214684508,2.488353231,-1.571714286,0.651196012,-16.1589867,0.535714286,cubic
AsAlO3,As,Al,FALSE,3,3,0.58,0.52,0.54,2.18,1.61,2.214684508,1.892894405,-1.2855,0.721686302,38.68451728,0.385714286,cubic
As2O3,As,As,FALSE,3,3,0.58,0.52,0.58,2.18,2.18,2.214684508,1.932227032,-1.234571429,0.707106781,-,0.414285714,cubic
AsAuO3,As,Au,FALSE,0,0,0.52,0.52,0.93,2.18,2.54,2.214684508,2.31369847,-1.728214286,0.582680266,-,0.664285714,cubic
AsBO3,As,B,FALSE,3,3,0.58,0.52,0.27,2.18,2.04,2.214684508,1.624661665,-0.743214286,0.838366124,4.613634905,0.192857143,cubic
AsBaO3,As,Ba,FALSE,-,-,0.52,0.52,1.35,2.18,0.89,2.214684508,2.64009357,-2.739642857,0.493689098,-,0.964285714,orthorhombic
AsBeO3,As,Be,FALSE,-,-,0.52,0.52,0.45,2.18,1.57,2.214684508,1.803349248,-1.102642857,0.733862173,-,0.321428571,cubic
AsBiO3,As,Bi,FALSE,-,-,0.52,0.52,0.9,2.18,2.02,2.214684508,2.215655462,-1.774428571,0.590280443,-,0.642857143,cubic
AsCaO3,As,Ca,FALSE,-,-,0.52,0.52,1,2.18,1,2.214684508,2.318139449,-2.131714286,0.565685425,-,0.714285714,orthorhombic
AsCdO3,As,Cd,FALSE,-,-,0.52,0.52,0.95,2.18,1.69,2.214684508,2.286435201,-1.919642857,0.577721285,-,0.678571429,cubic
AsCeO3,As,Ce,FALSE,2,4,0.58,0.52,0.87,2.18,1.12,2.214684508,2.268642439,-1.940928571,0.616771554,-5.679209214,0.621428571,cubic
AsCoO3,As,Co,FALSE,3,3,0.58,0.52,0.61,2.18,1.88,2.214684508,1.930310969,-1.347071429,0.696552949,-63.26670137,0.435714286,cubic
AsCrO3,As,Cr,FALSE,3,3,0.58,0.52,0.62,2.18,1.66,2.214684508,1.960053288,-1.409428571,0.693104667,-48.82311366,0.442857143,cubic
AsCsO3,As,Cs,FALSE,-,-,0.52,0.52,1.67,2.18,0.79,2.214684508,3.009747218,-3.295357143,0.442229648,-,1.192857143,cubic
AsCuO3,As,Cu,FALSE,3,3,0.58,0.52,0.54,2.18,1.9,2.214684508,2.005573846,-1.225428571,0.721686302,38.68451728,0.385714286,cubic
AsDyO3,As,Dy,FALSE,3,3,0.58,0.52,0.91,2.18,1.22,2.214684508,2.255580699,-1.987357143,0.606091527,-11.70669362,0.65,cubic
AsErO3,As,Er,FALSE,3,3,0.58,0.52,0.89,2.18,1.24,2.214684508,2.250676638,-1.949642857,0.611384903,-11.99279184,0.635714286,cubic
AsEuO3,As,Eu,FALSE,3,3,0.58,0.52,0.95,2.18,1.2,2.214684508,2.354367494,-2.058642857,0.595775075,-11.23821928,0.678571429,orthorhombic
AsFeO3,As,Fe,FALSE,3,3,0.58,0.52,0.65,2.18,1.83,2.214684508,1.999521816,-1.424571429,0.682961672,-30.33942233,0.464285714,cubic
AsGaO3,As,Ga,FALSE,3,3,0.58,0.52,0.62,2.18,1.81,2.214684508,1.974643898,-1.378357143,0.693104667,-48.82311366,0.442857143,cubic
AsGdO3,As,Gd,FALSE,3,3,0.58,0.52,0.94,2.18,1.2,2.214684508,2.28415608,-2.041857143,0.598321123,-11.34424509,0.671428571,cubic
AsGeO3,As,Ge,FALSE,2,4,0.58,0.52,0.53,2.18,2.01,2.214684508,1.899964183,-1.185857143,0.72542561,22.91940863,0.378571429,cubic
AsHfO3,As,Hf,FALSE,2,4,0.58,0.52,0.71,2.18,1.3,2.214684508,2.027412322,-1.635071429,0.663540961,-10.10682868,0.507142857,cubic
AsHgO3,As,Hg,FALSE,-,-,0.52,0.52,1.11,2.18,2,2.214684508,2.323654714,-2.130642857,0.54089443,-,0.792857143,cubic
AsHoO3,As,Ho,FALSE,3,3,0.58,0.52,0.9,2.18,1.23,2.214684508,2.25865608,-1.9685,0.608726707,-11.84471763,0.642857143,cubic
AsInO3,As,In,FALSE,3,3,0.58,0.52,0.8,2.18,1.78,2.214684508,2.147680955,-1.686714286,0.636396103,-14.01340409,0.571428571,cubic
AsIrO3,As,Ir,FALSE,2,4,0.58,0.52,0.63,2.18,2.2,2.214684508,2.009082787,-1.314357143,0.689690358,-24.04445616,0.45,cubic
AsKO3,As,K,FALSE,-,-,0.52,0.52,1.38,2.18,0.82,2.214684508,2.723507129,-2.803,0.488361518,-,0.985714286,orthorhombic
AsLaO3,As,La,FALSE,3,3,0.58,0.52,1.03,2.18,1.1,2.214684508,2.376509378,-2.213642857,0.576161081,-10.58237802,0.735714286,cubic
AsLiO3,As,Li,FALSE,-,-,0.52,0.52,0.76,2.18,0.98,2.214684508,2.095547886,-1.732571429,0.628539361,-,0.542857143,cubic
AsLuO3,As,Lu,FALSE,3,3,0.58,0.52,0.86,2.18,1.27,2.214684508,2.209114963,-1.893071429,0.619500631,-12.50850785,0.614285714,cubic
AsMgO3,As,Mg,FALSE,-,-,0.52,0.52,0.72,2.18,1.31,2.214684508,2.046489492,-1.604142857,0.640398594,-,0.514285714,cubic
AsMnO3,As,Mn,FALSE,2,4,0.58,0.52,0.53,2.18,1.55,2.214684508,2.16999357,-1.281142857,0.72542561,22.91940863,0.378571429,cubic
AsMoO3,As,Mo,FALSE,2,4,0.58,0.52,0.65,2.18,2.16,2.214684508,1.7893,-1.356214286,0.682961672,-17.50833283,0.464285714,cubic
AsNaO3,As,Na,FALSE,-,-,0.52,0.52,1.02,2.18,0.93,2.214684508,2.425828064,-2.178285714,0.561010339,-,0.728571429,orthorhombic
AsNbO3,As,Nb,FALSE,2,4,0.58,0.52,0.68,2.18,1.6,2.214684508,1.955055241,-1.522571429,0.673111263,-12.66563269,0.485714286,cubic
AsNdO3,As,Nd,FALSE,3,3,0.58,0.52,0.98,2.18,1.14,2.214684508,2.320966993,-2.121428571,0.588265305,-10.95641881,0.7,cubic
AsNiO3,As,Ni,FALSE,3,3,0.58,0.52,0.6,2.18,1.91,2.214684508,2.103725488,-1.324071429,0.700035713,-92.20847395,0.428571429,cubic
AsNpO3,As,Np,FALSE,0,0,0.52,0.52,0.86,2.18,1.36,2.214684508,0,-1.829857143,0.600727885,-,0.614285714,cubic
AsOsO3,As,Os,FALSE,0,0,0.52,0.52,0.57,2.18,2.2,2.214684508,1.954921624,-1.187071429,0.689159909,-,0.407142857,cubic
AsPaO3,As,Pa,FALSE,0,0,0.52,0.52,0.91,2.18,1.5,2.214684508,0,-1.887785714,0.587725117,-,0.65,cubic
AsPbO3,As,Pb,FALSE,2,4,0.58,0.52,0.78,2.18,2.33,2.214684508,2.362863567,-1.539214286,0.642234599,-7.224875358,0.557142857,orthorhombic
AsPdO3,As,Pd,FALSE,2,4,0.58,0.52,0.62,2.18,2.2,2.214684508,2.04250519,-1.297571429,0.693104667,-29.79605427,0.442857143,cubic
AsPmO3,As,Pm,FALSE,0,0,0.52,0.52,0.97,2.18,1.13,2.214684508,0,-2.057214286,0.572846,-,0.692857143,cubic
AsPrO3,As,Pr,FALSE,2,4,0.58,0.52,0.85,2.18,1.13,2.214684508,2.340791612,-1.905285714,0.622253967,-5.923523174,0.607142857,cubic
AsPtO3,As,Pt,FALSE,0,0,0.52,0.52,0.67,2.18,2.28,2.214684508,2.64390067,-1.340071429,0.655867159,-,0.478571429,cubic
AsPuO3,As,Pu,FALSE,0,0,0.52,0.52,0.83,2.18,1.28,2.214684508,2.226583834,-1.794357143,0.608809426,-,0.592857143,cubic
AsRbO3,As,Rb,FALSE,-,-,0.52,0.52,1.52,2.18,0.82,2.214684508,2.825996661,-3.038,0.464946925,-,1.085714286,orthorhombic
AsReO3,As,Re,FALSE,2,4,0.58,0.52,0.63,2.18,1.9,2.214684508,1.98797081,-1.3765,0.689690358,-24.04445616,0.45,cubic
AsRhO3,As,Rh,FALSE,3,3,0.58,0.52,0.67,2.18,2.28,2.214684508,2.001424352,-1.364928571,0.676363008,-24.91406625,0.478571429,cubic
AsRuO3,As,Ru,FALSE,2,4,0.58,0.52,0.62,2.18,2.2,2.214684508,2.018753288,-1.297571429,0.693104667,-29.79605427,0.442857143,cubic
AsSbO3,As,Sb,FALSE,2,4,0.58,0.52,0.68,2.18,2.05,2.214684508,2.075848892,-1.429357143,0.673111263,-12.66563269,0.485714286,cubic
AsScO3,As,Sc,FALSE,3,3,0.58,0.52,0.75,2.18,1.36,2.214684508,2.074614707,-1.689785714,0.651196012,-16.1589867,0.535714286,cubic
AsSiO3,As,Si,FALSE,2,4,0.58,0.52,0.4,2.18,1.9,2.214684508,1.783360927,-0.990428571,0.777817459,7.304855858,0.285714286,cubic
AsSmO3,As,Sm,FALSE,3,3,0.58,0.52,0.96,2.18,1.17,2.214684508,2.311832729,-2.081642857,0.593250605,-11.13857352,0.685714286,cubic
AsSnO3,As,Sn,FALSE,2,4,0.58,0.52,0.69,2.18,1.96,2.214684508,2.052287148,-1.464785714,0.669890635,-11.65157188,0.492857143,cubic
AsSrO3,As,Sr,FALSE,-,-,0.52,0.52,1.18,2.18,0.95,2.214684508,2.452968591,-2.443142857,0.526219,-,0.842857143,rhombohedral
AsTaO3,As,Ta,FALSE,2,4,0.58,0.52,0.68,2.18,1.5,2.214684508,1.956808277,-1.543285714,0.673111263,-12.66563269,0.485714286,cubic
AsTbO3,As,Tb,FALSE,2,4,0.58,0.52,0.76,2.18,1.2,2.214684508,2.256932729,-1.739714286,0.648181216,-7.804844041,0.542857143,cubic
AsTcO3,As,Tc,FALSE,0,0,0.52,0.52,0.6,2.18,1.9,2.214684508,0,-1.293142857,0.67882251,-,0.428571429,cubic
AsTeO3,As,Te,FALSE,2,4,0.58,0.52,0.97,2.18,2.1,2.214684508,2.115491508,-1.905785714,0.590747437,-4.882096278,0.692857143,cubic
AsThO3,As,Th,FALSE,2,4,0.58,0.52,0.94,2.18,1.3,2.214684508,2.246056043,-2.021142857,0.598321123,-5.066376157,0.671428571,cubic
AsTiO3,As,Ti,FALSE,2,4,0.58,0.52,0.61,2.18,1.54,2.214684508,1.927848949,-1.4175,0.696552949,-39.41277359,0.435714286,cubic
AsTlO3,As,Tl,FALSE,3,3,0.58,0.52,0.89,2.18,1.62,2.214684508,2.297683747,-1.870928571,0.611384903,-11.99279184,0.635714286,cubic
AsTmO3,As,Tm,FALSE,3,3,0.58,0.52,0.88,2.18,1.25,2.214684508,2.119700811,-1.930785714,0.614066415,-12.15195998,0.628571429,cubic
AsUO3,As,U,FALSE,2,4,0.58,0.52,0.89,2.18,1.38,2.214684508,2.0478,-1.920642857,0.611384903,-5.470849992,0.635714286,cubic
AsVO3,As,V,FALSE,2,4,0.58,0.52,0.58,2.18,1.63,2.214684508,1.758039163,-1.3485,0.707106781,-,0.414285714,cubic
AsWO3,As,W,FALSE,3,3,0.58,0.52,0.66,2.18,2.36,2.214684508,1.7456,-1.331571429,0.679646324,-27.28222653,0.471428571,cubic
AsYO3,As,Y,FALSE,3,3,0.58,0.52,0.9,2.18,1.22,2.214684508,2.235124352,-1.970571429,0.608726707,-11.84471763,0.642857143,cubic
AsYbO3,As,Yb,FALSE,3,3,0.58,0.52,0.87,2.18,1.1,2.214684508,2.223980699,-1.945071429,0.616771554,-12.32341152,0.621428571,orthorhombic
AsZnO3,As,Zn,FALSE,-,-,0.52,0.52,0.74,2.18,1.65,2.214684508,2.096140752,-1.574571429,0.634413561,-,0.528571429,cubic
AsZrO3,As,Zr,FALSE,2,4,0.58,0.52,0.72,2.18,1.33,2.214684508,2.043777903,-1.645642857,0.66041105,-9.506706927,0.514285714,cubic
AuAcO3,Au,Ac,FALSE,0,0,0.93,0.93,1.12,2.54,1.1,2.639131071,0,-2.513214286,0.653793175,-,0.8,orthorhombic
AuAgO3,Au,Ag,FALSE,0,0,0.93,0.93,0.95,2.54,1.93,2.639131071,2.488353231,-1.974035714,0.701088851,-,0.678571429,cubic
AuAlO3,Au,Al,FALSE,0,0,0.93,0.93,0.54,2.54,1.61,2.639131071,1.892894405,-1.444821429,0.849257113,-,0.385714286,cubic
AuAsO3,Au,As,FALSE,0,0,0.93,0.93,0.52,2.54,2.18,2.639131071,1.932227032,-1.2245,0.858103542,-,0.371428571,cubic
Au2O3,Au,Au,FALSE,0,0,0.93,0.93,0.93,2.54,2.54,2.639131071,2.31369847,-1.740428571,0.707106781,-,0.664285714,cubic
AuBO3,Au,B,FALSE,0,0,0.93,0.93,0.27,2.54,2.04,2.639131071,1.624661665,-0.8835,0.986562156,-,0.192857143,cubic
AuBaO3,Au,Ba,FALSE,0,0,0.93,0.93,1.35,2.54,0.89,2.639131071,2.64009357,-2.939464286,0.599112291,-,0.964285714,orthorhombic
AuBeO3,Au,Be,FALSE,0,0,0.93,0.93,0.45,2.54,1.57,2.639131071,1.803349248,-1.318607143,0.890572324,-,0.321428571,cubic
AuBiO3,Au,Bi,FALSE,0,0,0.93,0.93,0.9,2.54,2.02,2.639131071,2.215655462,-1.866642857,0.716329913,-,0.642857143,cubic
AuCaO3,Au,Ca,FALSE,0,0,0.93,0.93,1,2.54,1,2.639131071,2.318139449,-2.360428571,0.686482833,-,0.714285714,cubic
AuCdO3,Au,Cd,FALSE,0,0,0.93,0.93,0.95,2.54,1.69,2.639131071,2.286435201,-2.05375,0.701088851,-,0.678571429,cubic
AuCeO3,Au,Ce,FALSE,0,0,0.93,0.93,0.94,2.54,1.12,2.639131071,2.268642439,-2.227571429,0.704084957,-,0.671428571,cubic
AuCoO3,Au,Co,FALSE,0,0,0.93,0.93,0.63,2.54,1.88,2.639131071,1.930310969,-1.494642857,0.81160532,-,0.45,cubic
AuCrO3,Au,Cr,FALSE,0,0,0.93,0.93,0.58,2.54,1.66,2.639131071,1.960053288,-1.490214286,0.832100404,-,0.414285714,cubic
AuCsO3,Au,Cs,FALSE,0,0,0.93,0.93,1.67,2.54,0.79,2.639131071,3.009747218,-3.468678571,0.536664104,-,1.192857143,cubic
AuCuO3,Au,Cu,FALSE,0,0,0.93,0.93,0.68,2.54,1.9,2.639131071,2.005573846,-1.5655,0.792095577,-,0.485714286,cubic
AuDyO3,Au,Dy,FALSE,0,0,0.93,0.93,0.99,2.54,1.22,2.639131071,2.255580699,-2.271857143,0.689355147,-,0.707142857,cubic
AuErO3,Au,Er,FALSE,0,0,0.93,0.93,0.89,2.54,1.24,2.639131071,2.250676638,-2.110214286,0.719457991,-,0.635714286,cubic
AuEuO3,Au,Eu,FALSE,0,0,0.93,0.93,1.06,2.54,1.2,2.639131071,2.354367494,-2.387,0.66973935,-,0.757142857,orthorhombic
AuFeO3,Au,Fe,FALSE,0,0,0.93,0.93,0.67,2.54,1.83,2.639131071,1.999521816,-1.57325,0.795922126,-,0.478571429,cubic
AuGaO3,Au,Ga,FALSE,0,0,0.93,0.93,0.62,2.54,1.81,2.639131071,1.974643898,-1.502392857,0.815623168,-,0.442857143,cubic
AuGdO3,Au,Gd,FALSE,0,0,0.93,0.93,0.94,2.54,1.2,2.639131071,2.28415608,-2.201,0.704084957,-,0.671428571,cubic
AuGeO3,Au,Ge,FALSE,0,0,0.93,0.93,0.63,2.54,2.01,2.639131071,1.899964183,-1.451464286,0.81160532,-,0.45,cubic
AuHfO3,Au,Hf,FALSE,0,0,0.93,0.93,0.71,2.54,1.3,2.639131071,2.027412322,-1.811285714,0.780833555,-,0.507142857,cubic
AuHgO3,Au,Hg,FALSE,0,0,0.93,0.93,1.11,2.54,2,2.639131071,2.323654714,-2.198785714,0.656397928,-,0.792857143,cubic
AuHoO3,Au,Ho,FALSE,0,0,0.93,0.93,0.9,2.54,1.23,2.639131071,2.25865608,-2.129035714,0.716329913,-,0.642857143,cubic
AuInO3,Au,In,FALSE,0,0,0.93,0.93,0.8,2.54,1.78,2.639131071,2.147680955,-1.791357143,0.748890364,-,0.571428571,cubic
AuIrO3,Au,Ir,FALSE,0,0,0.93,0.93,0.63,2.54,2.2,2.639131071,2.009082787,-1.388357143,0.81160532,-,0.45,cubic
AuKO3,Au,K,FALSE,0,0,0.93,0.93,1.38,2.54,0.82,2.639131071,2.723507129,-3.009214286,0.59264705,-,0.985714286,orthorhombic
AuLaO3,Au,La,FALSE,0,0,0.93,0.93,1.03,2.54,1.1,2.639131071,2.376509378,-2.373714286,0.678007737,-,0.735714286,cubic
AuLiO3,Au,Li,FALSE,0,0,0.93,0.93,0.76,2.54,0.98,2.639131071,2.095547886,-1.995071429,0.762758704,-,0.542857143,cubic
AuLuO3,Au,Lu,FALSE,0,0,0.93,0.93,0.86,2.54,1.27,2.639131071,2.209114963,-2.05375,0.729008319,-,0.614285714,cubic
AuMgO3,Au,Mg,FALSE,0,0,0.93,0.93,0.72,2.54,1.31,2.639131071,2.046489492,-1.823464286,0.777150377,-,0.514285714,cubic
AuMnO3,Au,Mn,FALSE,0,0,0.93,0.93,0.62,2.54,1.55,2.639131071,2.16999357,-1.58875,0.815623168,-,0.442857143,cubic
AuMoO3,Au,Mo,FALSE,0,0,0.93,0.93,0.62,2.54,2.16,2.639131071,1.7893,-1.386142857,0.815623168,-,0.442857143,rhombohedral
AuNaO3,Au,Na,FALSE,0,0,0.93,0.93,1.02,2.54,0.93,2.639131071,2.425828064,-2.414678571,0.680809422,-,0.728571429,cubic
AuNbO3,Au,Nb,FALSE,0,0,0.93,0.93,0.68,2.54,1.6,2.639131071,1.955055241,-1.665142857,0.792095577,-,0.485714286,rhombohedral
AuNdO3,Au,Nd,FALSE,0,0,0.93,0.93,0.98,2.54,1.14,2.639131071,2.320966993,-2.282928571,0.692251597,-,0.7,cubic
AuNiO3,Au,Ni,FALSE,0,0,0.93,0.93,0.59,2.54,1.91,2.639131071,2.103725488,-1.422678571,0.827918995,-,0.421428571,cubic
AuNpO3,Au,Np,FALSE,0,0,0.93,0.93,0.86,2.54,1.36,2.639131071,0,-2.023857143,0.729008319,-,0.614285714,cubic
AuOsO3,Au,Os,FALSE,0,0,0.93,0.93,0.57,2.54,2.2,2.639131071,1.954921624,-1.295357143,0.836324264,-,0.407142857,cubic
AuPaO3,Au,Pa,FALSE,0,0,0.93,0.93,0.91,2.54,1.5,2.639131071,0,-2.054857143,0.713228918,-,0.65,rhombohedral
AuPbO3,Au,Pb,FALSE,0,0,0.93,0.93,0.99,2.54,2.33,2.639131071,2.362863567,-1.903178571,0.689355147,-,0.707142857,cubic
AuPdO3,Au,Pd,FALSE,0,0,0.93,0.93,0.75,2.54,2.2,2.639131071,2.04250519,-1.574357143,0.766306419,-,0.535714286,cubic
AuPmO3,Au,Pm,FALSE,0,0,0.93,0.93,0.97,2.54,1.13,2.639131071,0,-2.27075,0.69517249,-,0.692857143,cubic
AuPrO3,Au,Pr,FALSE,0,0,0.93,0.93,0.92,2.54,1.13,2.639131071,2.340791612,-2.19325,0.710154655,-,0.657142857,cubic
AuPtO3,Au,Pt,FALSE,0,0,0.93,0.93,0.67,2.54,2.28,2.639131071,2.64390067,-1.423785714,0.795922126,-,0.478571429,cubic
AuPuO3,Au,Pu,FALSE,0,0,0.93,0.93,0.83,2.54,1.28,2.639131071,2.226583834,-2.003928571,0.738815605,-,0.592857143,cubic
AuRbO3,Au,Rb,FALSE,0,0,0.93,0.93,1.52,2.54,0.82,2.639131071,2.825996661,-3.226214286,0.564232466,-,1.085714286,cubic
AuReO3,Au,Re,FALSE,0,0,0.93,0.93,0.57,2.54,1.9,2.639131071,1.98797081,-1.395,0.836324264,-,0.407142857,cubic
