id,carat,cut,color,clarity,depth,table,x,y,z,price
353,1.05,Fair,H,SI2,64.8,55.0,6.39,6.32,4.12,2717
354,0.3,Ideal,E,VVS2,61.1,55.0,4.34,4.37,2.66,837
355,0.31,Ideal,E,VVS2,60.4,61.0,4.37,4.44,2.66,710
356,0.5,Fair,D,VVS1,65.9,64.0,4.92,5.03,3.28,1792
357,1.01,Very Good,G,VS1,59.3,57.0,6.55,6.6,3.9,7451
358,0.58,Very Good,E,SI1,61.5,58.0,5.31,5.36,3.28,1424
359,1.25,Premium,H,VS2,60.4,59.0,6.96,6.92,4.19,7378
360,0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2,1333
361,1.7,Premium,E,SI2,59.8,59.0,7.76,7.66,4.61,9596
362,2.28,Good,J,SI2,63.6,57.0,8.37,8.32,5.31,9068
363,0.59,Premium,H,VVS2,62.3,55.0,5.42,5.33,3.35,1886
364,0.82,Premium,E,SI1,62.5,56.0,6.01,5.96,3.74,3295
365,0.61,Ideal,E,VS1,61.7,55.0,5.45,5.47,3.37,2285
366,1.31,Very Good,I,SI2,59.6,60.0,7.09,7.17,4.25,5187
367,0.31,Premium,G,SI1,62.4,55.0,4.34,4.31,2.7,593
368,1.01,Very Good,E,VVS2,61.7,60.0,6.32,6.35,3.91,9930
369,0.91,Ideal,G,VS1,62.1,57.0,6.17,6.2,3.84,5795
370,0.9,Premium,F,SI1,62.8,59.0,6.16,6.13,3.86,3992
371,0.51,Good,E,SI1,63.9,54.0,5.09,5.05,3.24,1443
372,0.4,Premium,H,VS1,62.6,58.0,4.71,4.68,2.94,1035
373,0.9,Ideal,G,SI2,61.2,57.0,6.24,6.28,3.83,3521
374,1.11,Ideal,E,IF,61.8,55.0,6.65,6.69,4.12,15464
375,0.43,Ideal,G,SI1,61.5,57.0,4.84,4.87,2.98,790
376,1.52,Premium,F,SI1,62.6,59.0,7.36,7.27,4.58,11743
377,0.4,Ideal,G,VS2,60.9,58.0,4.76,4.79,2.91,825
378,0.91,Good,E,SI1,60.2,60.0,6.17,6.26,3.74,4523
379,0.8,Premium,H,SI1,61.5,58.0,5.97,5.93,3.66,2760
380,2.15,Fair,J,I1,65.5,57.0,8.01,7.95,5.23,5430
381,0.64,Premium,F,SI1,60.1,60.0,5.62,5.57,3.36,1901
382,1.34,Ideal,H,VS2,61.2,56.0,7.09,7.05,4.33,6078
383,2.0,Very Good,I,SI1,63.6,57.0,7.9,7.99,5.05,14057
384,0.3,Ideal,G,VVS2,61.5,55.0,4.32,4.3,2.65,878
385,0.35,Very Good,D,VS2,62.6,56.0,4.48,4.5,2.81,721
386,0.5,Ideal,F,SI2,60.9,57.0,5.15,5.1,3.12,1094
387,0.79,Ideal,G,VS1,62.0,56.0,5.91,5.94,3.67,3561
388,1.01,Premium,D,SI2,62.6,60.0,6.4,6.37,4.0,4338
389,0.55,Premium,E,VS2,61.5,56.0,5.28,5.25,3.24,1881
390,0.7,Ideal,I,SI1,59.9,59.0,5.75,5.8,3.46,2083
391,0.5,Premium,H,VVS1,62.5,58.0,5.05,5.1,3.17,1710
392,0.9,Premium,I,VS2,61.9,59.0,6.2,6.14,3.82,2857
393,1.2,Ideal,D,SI2,61.7,56.0,6.81,6.88,4.22,6619
394,1.01,Good,E,SI2,63.3,58.0,6.29,6.35,4.0,4149
395,0.43,Ideal,E,VS2,61.9,56.0,4.85,4.88,3.01,981
396,0.33,Premium,G,VS2,61.9,59.0,4.46,4.4,2.74,743
397,0.7,Good,H,VS2,63.4,60.0,5.59,5.61,3.55,2394
398,0.94,Ideal,E,SI2,60.9,57.0,6.34,6.36,3.87,4366
399,0.31,Ideal,F,VVS1,60.7,57.0,4.41,4.39,2.67,1140
400,0.44,Ideal,E,VVS2,61.8,56.0,4.88,4.93,3.03,1274
401,0.56,Ideal,F,SI2,61.4,57.0,5.3,5.33,3.26,1279
402,1.41,Premium,F,SI2,62.7,56.0,7.21,7.15,4.5,7817
403,0.99,Fair,J,SI1,58.0,67.0,6.57,6.5,3.79,2949
404,0.51,Ideal,I,VVS2,60.6,56.0,5.18,5.22,3.15,1575
405,0.36,Ideal,G,VVS2,61.8,54.0,4.59,4.61,2.84,794
406,0.75,Very Good,E,SI1,59.2,59.0,5.93,5.97,3.52,3260
407,0.32,Ideal,H,VVS1,62.9,57.0,4.38,4.33,2.74,936
408,0.39,Premium,G,VVS1,60.4,59.0,4.75,4.72,2.86,1170
409,0.54,Ideal,G,VVS2,60.8,56.0,5.31,5.28,3.22,1950
410,0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,3425
411,0.7,Premium,E,VS1,62.9,61.0,5.65,5.57,3.53,3175
412,2.04,Good,J,VS2,59.6,56.0,8.26,8.31,4.94,13550
413,0.32,Ideal,I,VS1,60.9,56.7,4.41,4.44,2.69,529
414,0.3,Premium,G,SI1,58.8,60.0,4.39,4.35,2.57,574
415,0.53,Premium,H,VS2,59.4,59.0,5.31,5.27,3.14,1428
416,1.24,Ideal,H,VVS1,62.3,54.0,6.88,6.9,4.29,8489
417,0.5,Premium,I,SI1,61.7,58.0,5.09,5.15,3.16,965
418,0.52,Ideal,G,SI1,61.7,56.0,5.18,5.22,3.21,1266
419,0.37,Premium,D,SI1,61.9,59.0,4.62,4.65,2.87,681
420,0.33,Ideal,H,VVS1,60.2,60.0,4.49,4.52,2.71,698
421,0.34,Premium,G,SI2,62.8,59.0,4.47,4.45,2.8,574
422,1.29,Premium,F,SI1,62.5,60.0,6.97,6.91,4.34,7730
423,1.2,Good,D,SI1,63.5,55.0,6.7,6.78,4.28,5913
424,0.54,Ideal,G,VVS2,61.8,56.0,5.23,5.25,3.24,1985
425,1.09,Premium,I,SI2,62.3,62.0,6.63,6.57,4.11,2708
426,0.43,Good,E,SI1,63.1,56.0,4.8,4.83,3.04,739
427,0.41,Ideal,F,VS2,61.4,55.0,4.83,4.78,2.95,1107
428,1.01,Good,D,SI1,62.9,57.0,6.34,6.37,4.0,4977
429,0.37,Premium,F,SI1,60.3,58.0,4.66,4.62,2.8,791
430,0.84,Fair,G,VS1,55.6,64.0,6.42,6.32,3.54,2724
431,0.45,Fair,E,VS2,65.8,58.0,4.81,4.74,3.14,951
432,1.2,Ideal,F,VS1,62.9,53.0,6.86,6.81,4.3,9032
433,1.35,Very Good,H,SI2,62.2,56.0,7.02,7.06,4.38,6088
434,0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,789
435,0.9,Very Good,H,VS1,60.5,63.0,6.13,6.16,3.72,4201
436,0.72,Ideal,G,VVS2,61.6,55.0,5.78,5.77,3.56,3002
437,1.0,Ideal,G,VS2,60.5,56.0,6.54,6.49,3.94,6328
438,0.3,Very Good,I,VS1,60.4,58.0,4.34,4.4,2.64,473
439,0.7,Ideal,J,VS1,62.2,56.0,5.67,5.71,3.54,1782
440,2.01,Very Good,I,SI1,62.8,60.0,7.99,8.04,5.03,14811
441,0.41,Premium,G,VS1,60.5,57.0,4.85,4.81,2.92,961
442,0.34,Ideal,I,IF,62.1,54.0,4.49,4.53,2.8,695
443,0.91,Ideal,F,SI2,61.7,56.0,6.21,6.24,3.84,4642
444,1.78,Premium,H,VS1,60.2,59.0,7.83,7.96,4.75,15460
445,0.7,Premium,H,VVS2,59.6,59.0,5.83,5.78,3.46,2717
446,0.4,Premium,F,SI1,61.5,60.0,4.77,4.7,2.91,882
447,0.33,Very Good,I,VVS1,58.9,61.0,4.52,4.55,2.67,609
448,0.98,Fair,E,SI2,53.3,67.0,6.82,6.74,3.61,2855
449,0.43,Ideal,D,VS2,61.3,55.0,4.84,4.88,2.98,1314
450,1.09,Ideal,E,VVS2,61.6,56.0,6.6,6.64,4.08,10314
451,0.42,Ideal,G,VS1,62.7,54.0,4.83,4.8,3.02,984
452,1.01,Premium,H,SI2,59.4,59.0,6.56,6.53,3.89,4072
453,1.02,Fair,F,SI1,65.1,56.0,6.29,6.25,4.08,4462
454,1.04,Ideal,I,SI1,61.9,54.0,6.51,6.57,4.05,4941
455,1.55,Ideal,H,IF,61.4,57.0,7.42,7.47,4.57,13421
456,1.14,Very Good,F,SI2,62.9,59.0,6.62,6.64,4.17,4652
457,1.17,Premium,F,SI2,62.5,57.0,6.8,6.71,4.22,4259
458,0.65,Premium,D,SI1,60.5,58.0,5.61,5.57,3.38,2134
459,0.51,Premium,G,VS1,62.0,52.0,5.37,5.05,3.23,1781
460,0.75,Premium,G,SI1,59.1,59.0,5.98,5.9,3.51,2622
461,0.52,Ideal,F,VS2,62.5,54.0,5.14,5.17,3.22,1600
462,1.52,Very Good,F,VS2,62.9,53.3,7.31,7.36,4.61,15649
463,0.44,Ideal,H,IF,61.4,55.0,4.92,4.95,3.03,1177
464,0.51,Good,G,VVS1,63.9,57.0,5.06,5.08,3.24,1925
465,1.54,Ideal,G,I1,61.6,55.0,7.43,7.4,4.57,6299
466,0.5,Ideal,H,VS2,61.3,56.0,5.12,5.16,3.15,1349
467,0.73,Good,F,VVS2,58.2,63.0,5.87,6.01,3.46,3166
468,1.17,Very Good,F,VS2,62.4,56.0,6.71,6.76,4.2,7432
469,0.73,Very Good,E,SI2,63.1,59.0,5.76,5.72,3.62,1975
470,1.01,Fair,D,SI2,64.6,62.0,6.26,6.21,4.03,4538
471,1.71,Premium,H,VS2,59.2,61.0,7.83,7.77,4.62,10084
472,0.24,Very Good,E,VS1,59.8,58.0,4.02,4.11,2.43,419
473,0.31,Ideal,F,VS2,62.2,56.0,4.36,4.39,2.72,583
474,0.72,Very Good,H,SI1,63.0,58.0,5.68,5.71,3.59,2198
475,1.01,Good,F,VS2,65.2,57.0,6.19,6.23,4.05,5700
476,1.82,Premium,H,VS2,61.6,60.0,7.78,7.74,4.78,14749
477,1.0,Premium,J,SI2,62.7,58.0,6.32,6.28,3.95,3293
478,0.3,Premium,D,VS2,62.3,58.0,4.29,4.32,2.68,710
479,0.74,Premium,G,SI2,60.1,58.0,5.89,5.86,3.53,2206
480,1.51,Ideal,I,VVS2,61.6,58.0,7.35,7.4,4.54,10821
481,0.32,Ideal,G,VS1,61.8,55.0,4.42,4.45,2.74,559
482,1.07,Ideal,I,VS1,62.0,57.0,6.56,6.5,4.05,5302
483,1.14,Very Good,F,VVS1,62.2,55.9,6.67,6.69,4.16,11737
484,1.01,Very Good,F,SI2,60.0,55.0,6.56,6.53,3.93,4425
485,1.25,Premium,J,VS1,60.9,59.0,6.9,6.92,4.21,5156
486,2.01,Premium,I,VS2,62.1,59.0,8.06,7.98,4.98,15520
487,0.5,Premium,E,VS2,61.8,59.0,5.07,5.02,3.12,1420
488,2.05,Premium,I,SI2,62.0,58.0,8.13,8.08,5.02,9850
489,1.06,Premium,E,VS1,63.0,58.0,6.49,6.46,4.08,8044
490,1.0,Fair,G,SI1,68.2,60.0,6.02,5.94,4.08,3833
491,0.31,Ideal,D,VS2,59.0,57.0,4.44,4.48,2.63,734
492,1.67,Ideal,H,VS1,61.8,56.0,7.6,7.57,4.69,14014
493,0.31,Ideal,E,VS1,61.9,56.0,4.32,4.34,2.68,734
494,0.73,Ideal,G,SI1,60.7,56.0,5.89,5.81,3.55,2659
495,0.44,Premium,E,SI1,62.3,59.0,4.84,4.88,3.03,810
496,0.32,Ideal,G,VVS1,61.1,57.0,4.43,4.41,2.7,1080
497,0.41,Very Good,D,SI2,62.7,58.0,4.75,4.78,2.99,683
498,1.0,Very Good,F,SI2,61.1,61.0,6.35,6.38,3.89,4372
499,0.7,Good,E,SI1,61.7,59.0,5.62,5.66,3.48,2459
500,1.0,Very Good,F,VS2,62.7,58.0,6.38,6.41,4.01,6319
501,1.01,Good,F,SI2,63.7,60.0,6.37,6.29,4.02,3897
502,0.9,Ideal,G,SI2,61.4,56.0,6.19,6.23,3.81,4044
503,1.51,Premium,F,VS2,63.0,56.0,7.3,7.26,4.59,13248
504,1.97,Premium,F,SI2,61.1,58.0,8.11,8.05,4.94,14542
505,0.75,Good,E,VS2,62.6,58.0,5.73,5.78,3.6,3084
506,1.5,Good,F,VS2,63.6,55.0,7.27,7.22,4.61,13853
507,1.37,Ideal,G,VVS1,62.6,55.0,7.12,7.07,4.44,12455
508,0.54,Premium,F,VS2,62.4,55.0,5.23,5.19,3.25,1814
509,0.32,Very Good,H,VVS2,60.2,60.0,4.45,4.48,2.69,645
510,0.51,Ideal,D,VS2,62.4,55.0,5.12,5.14,3.2,1678
511,0.49,Premium,H,VS2,59.6,62.0,5.17,5.14,3.07,965
512,0.91,Premium,E,SI1,62.4,57.0,6.23,6.11,3.85,4138
513,0.3,Ideal,G,VS1,61.8,56.0,4.31,4.33,2.67,624
514,0.4,Premium,E,VS1,61.2,59.0,4.72,4.76,2.9,1053
515,1.52,Very Good,J,SI1,62.3,57.0,7.32,7.38,4.58,7239
516,0.73,Very Good,D,SI1,60.8,59.0,5.8,5.85,3.54,3014
517,0.52,Good,E,SI1,63.7,54.0,5.12,5.15,3.27,1388
518,0.72,Ideal,I,VS1,61.4,58.0,5.73,5.76,3.53,2586
519,2.01,Very Good,H,SI2,62.2,63.0,8.01,7.93,4.96,12423
520,0.73,Ideal,G,VS2,61.6,56.0,5.8,5.83,3.58,3595
521,0.49,Ideal,E,VVS2,61.9,56.0,5.05,5.1,3.14,2199
522,1.0,Good,H,SI1,56.8,65.0,6.61,6.49,3.72,4138
523,1.14,Ideal,E,VVS2,62.3,55.0,6.68,6.71,4.17,10512
524,1.04,Ideal,G,SI2,61.4,57.0,6.48,6.54,4.0,4375
525,4.01,Premium,J,I1,62.5,62.0,10.02,9.94,6.24,15223
526,0.71,Premium,G,SI1,58.9,62.0,5.85,5.79,3.43,2181
527,0.51,Ideal,H,IF,59.6,59.0,5.2,5.24,3.11,2063
528,2.01,Very Good,J,VS2,61.1,59.0,8.04,8.07,4.92,13109
529,0.7,Ideal,D,SI2,60.6,57.0,5.74,5.77,3.49,2828
530,0.97,Premium,F,SI2,58.9,58.0,6.51,6.47,3.82,4020
531,1.59,Ideal,H,VS1,60.7,56.0,7.54,7.58,4.59,13839
532,1.01,Premium,G,SI1,61.5,59.0,6.48,6.43,3.97,5006
533,1.01,Premium,F,SI2,62.7,59.0,6.4,6.35,4.0,4497
534,0.58,Premium,H,SI1,62.1,55.0,5.38,5.35,3.33,1332
535,1.03,Ideal,F,SI2,60.9,56.0,6.56,6.51,3.98,4891
536,1.31,Ideal,G,VS1,62.2,56.0,7.05,7.01,4.37,10071
537,0.69,Ideal,G,SI1,62.4,56.0,5.66,5.69,3.55,2297
538,1.23,Very Good,F,VVS2,58.5,59.0,6.98,7.07,4.11,10650
539,0.33,Ideal,D,SI2,61.3,56.0,4.49,4.45,2.74,631
540,2.01,Premium,I,VS2,61.1,60.0,8.12,8.06,4.94,17592
541,0.29,Ideal,D,VS1,61.7,57.0,4.23,4.26,2.62,504
542,0.3,Very Good,G,SI1,62.1,58.0,4.26,4.28,2.65,432
543,0.52,Very Good,F,SI2,57.9,61.0,5.28,5.33,3.07,1273
544,0.7,Premium,F,SI2,58.8,58.0,5.82,5.77,3.41,2234
545,0.53,Very Good,E,VS1,62.6,59.0,5.19,5.25,3.27,1909
546,0.7,Ideal,I,VS1,63.1,54.0,5.61,5.67,3.56,2142
547,0.4,Ideal,F,VVS1,61.9,55.0,4.75,4.78,2.95,1168
548,1.0,Premium,F,VS2,60.5,59.0,6.57,6.39,3.92,6640
549,0.82,Premium,I,VS2,62.6,59.0,5.91,5.87,3.69,2648
550,2.46,Ideal,G,SI2,63.0,56.0,8.6,8.52,5.44,15745
551,0.54,Ideal,I,SI1,62.0,55.0,5.21,5.25,3.24,1057
552,0.7,Fair,H,I1,62.1,66.0,5.56,5.52,3.44,1138
553,0.43,Ideal,D,SI2,62.6,56.0,4.88,4.84,3.04,919
554,0.82,Premium,I,IF,61.2,60.0,6.03,5.99,3.68,3224
555,0.36,Ideal,F,SI1,62.0,56.0,4.59,4.54,2.83,770
556,0.61,Ideal,G,IF,62.3,56.0,5.43,5.45,3.39,2800
557,0.55,Premium,D,SI1,60.5,60.0,5.3,5.27,3.2,1698
558,2.25,Fair,H,I1,67.7,58.0,8.01,7.97,5.41,6653
559,0.38,Premium,E,VVS1,61.9,58.0,4.66,4.62,2.87,1327
560,0.4,Ideal,E,VVS2,62.4,59.0,4.7,4.73,2.94,1166
561,1.22,Ideal,G,VS1,61.3,56.0,6.93,6.88,4.23,8313
562,0.57,Very Good,G,SI2,60.5,56.0,5.41,5.44,3.28,1171
563,0.7,Good,F,SI1,58.7,60.0,5.75,5.81,3.39,2409
564,0.7,Premium,F,SI1,61.9,59.0,5.69,5.71,3.53,2401
565,0.56,Premium,E,SI2,62.6,59.0,5.2,5.24,3.27,1206
566,1.12,Ideal,G,VVS2,62.1,54.8,6.64,6.66,4.13,8701
567,1.29,Ideal,F,VS1,62.3,54.0,7.0,6.93,4.34,10923
568,0.58,Ideal,H,VVS1,61.6,56.0,5.35,5.39,3.31,2006
569,0.31,Ideal,F,VS2,61.9,54.0,4.38,4.35,2.7,802
570,0.57,Ideal,E,VS2,61.8,56.0,5.29,5.33,3.28,1851
571,1.38,Premium,J,VS2,60.2,59.0,7.29,7.19,4.36,6175
572,1.02,Premium,D,VVS2,61.4,58.0,6.46,6.43,3.96,10773
573,0.39,Ideal,F,IF,61.9,57.0,4.69,4.68,2.9,1433
574,0.71,Premium,D,VS2,62.1,60.0,5.72,5.68,3.54,2950
575,1.23,Premium,G,VVS2,59.6,59.0,6.98,6.95,4.15,8971
576,1.52,Premium,J,VS1,62.4,59.0,7.31,7.36,4.58,8110
577,0.51,Ideal,E,VS2,61.8,57.0,5.14,5.15,3.18,1656
578,0.7,Ideal,F,SI1,61.2,55.0,5.74,5.76,3.52,3119
579,0.36,Premium,D,VS2,60.5,58.0,4.6,4.63,2.79,852
580,1.01,Premium,G,VS2,61.6,61.0,6.46,6.36,3.95,5864
581,1.7,Premium,I,VS1,58.0,60.0,7.88,7.84,4.56,12030
582,0.31,Ideal,G,VS2,62.2,53.6,4.32,4.35,2.7,557
583,0.57,Ideal,E,VS2,61.6,56.0,5.38,5.33,3.3,1949
584,0.8,Very Good,F,SI1,63.5,58.0,5.89,5.85,3.73,3082
585,0.83,Premium,D,SI2,62.7,56.0,6.01,5.98,3.76,3078
586,1.24,Ideal,I,SI2,61.9,57.0,6.87,6.92,4.27,5221
587,1.0,Very Good,D,SI2,63.2,57.0,6.24,6.32,3.97,4628
588,1.0,Premium,G,VVS2,61.6,61.0,6.38,6.35,3.92,7762
589,1.3,Ideal,G,VS2,61.9,55.0,7.04,7.01,4.35,9225
590,0.46,Ideal,G,SI1,61.5,55.0,4.98,5.01,3.07,979
591,0.33,Ideal,H,VS1,62.0,55.0,4.44,4.46,2.76,579
592,0.33,Ideal,D,VS2,61.8,56.0,4.45,4.48,2.76,781
593,0.5,Very Good,G,VVS2,62.1,61.0,5.07,5.1,3.16,1715
594,1.07,Very Good,G,VS1,61.2,55.0,6.63,6.67,4.07,6780
595,0.35,Ideal,D,SI1,62.7,56.0,4.51,4.49,2.82,827
596,0.7,Ideal,I,VS1,62.7,57.0,5.63,5.67,3.54,2163
597,0.73,Premium,E,VS1,61.2,58.0,5.77,5.83,3.55,3370
598,0.7,Ideal,F,SI1,61.8,58.0,5.7,5.75,3.54,2343
599,0.7,Premium,G,VS1,61.0,59.0,5.77,5.68,3.49,2535
600,1.07,Very Good,E,VS2,60.4,58.0,6.61,6.66,4.01,6441
601,1.15,Good,J,SI2,63.8,60.0,6.63,6.56,4.21,3733
602,0.81,Premium,F,SI1,61.6,58.0,5.96,5.92,3.66,3311
603,1.23,Very Good,G,VVS2,60.6,55.0,6.93,7.02,4.23,10004
604,0.51,Ideal,E,SI1,62.5,56.0,5.07,5.1,3.18,1343
605,1.2,Very Good,H,SI2,60.2,58.0,6.88,6.94,4.16,5408
606,0.28,Very Good,F,VS1,62.1,59.0,4.16,4.21,2.6,487
607,1.83,Premium,G,I1,62.0,58.0,7.84,7.8,4.85,6313
608,2.01,Good,H,SI1,56.7,58.0,8.31,8.36,4.73,13929
609,0.24,Very Good,E,VS1,62.4,59.0,3.94,3.98,2.47,419
610,0.42,Ideal,H,SI1,61.7,55.0,4.84,4.85,2.99,885
611,0.3,Ideal,H,IF,61.6,57.0,4.31,4.33,2.66,764
612,1.03,Very Good,D,SI2,61.8,60.0,6.42,6.45,3.98,4478
613,1.0,Good,F,SI2,63.7,57.0,6.36,6.32,4.04,3977
614,0.43,Ideal,F,SI1,62.5,56.0,4.82,4.84,3.02,760
615,1.55,Ideal,F,SI2,61.9,55.0,7.44,7.4,4.6,10937
616,0.3,Ideal,G,SI1,60.9,57.0,4.34,4.39,2.66,422
617,1.0,Fair,F,VS1,65.0,59.0,6.19,6.14,4.01,6115
618,0.28,Premium,E,VVS2,60.1,59.0,4.26,4.22,2.55,828
619,1.5,Premium,F,I1,62.6,57.0,7.33,7.21,4.55,4096
620,0.44,Premium,F,VVS2,61.6,58.0,4.85,4.89,3.0,1196
621,0.3,Very Good,E,SI1,60.6,56.0,4.35,4.37,2.64,526
622,1.11,Ideal,F,SI2,62.0,57.0,6.67,6.64,4.13,4227
623,1.01,Very Good,F,SI2,62.3,59.0,6.31,6.37,3.95,4384
624,0.9,Ideal,H,SI2,62.0,57.0,6.17,6.19,3.83,3578
625,1.0,Good,F,VS2,63.2,59.0,6.3,6.35,4.0,6183
626,0.53,Ideal,I,VS2,62.1,54.0,5.2,5.24,3.24,1046
627,0.93,Good,G,VS1,63.8,59.0,6.15,6.21,3.94,4503
628,1.51,Very Good,F,SI1,62.1,55.0,7.29,7.37,4.55,11302
629,1.57,Premium,G,VS1,59.9,56.0,7.6,7.55,4.54,14180
630,0.33,Ideal,F,VVS2,61.3,56.0,4.46,4.44,2.73,1040
631,1.14,Very Good,F,VS2,59.0,60.0,6.84,6.81,4.03,8131
632,1.75,Ideal,J,VVS2,62.0,55.0,7.7,7.73,4.78,11609
633,0.53,Ideal,H,VS1,61.6,55.0,5.2,5.22,3.21,1678
634,0.7,Premium,G,I1,59.2,61.0,5.76,5.7,3.39,1115
635,0.9,Very Good,G,VS2,58.5,59.0,6.35,6.36,3.72,4484
636,0.21,Premium,D,VS2,58.3,59.0,3.96,3.93,2.3,386
637,1.51,Premium,E,SI1,62.6,55.0,7.33,7.25,4.56,11565
638,0.7,Very Good,G,VS2,62.5,54.0,5.63,5.69,3.54,2562
639,1.05,Good,G,SI2,63.2,54.0,6.49,6.52,4.11,4241
640,0.32,Good,F,VVS1,63.8,54.0,4.38,4.31,2.77,977
641,0.92,Good,I,SI1,57.4,65.0,6.42,6.48,3.7,3122
642,2.1,Very Good,J,SI2,59.1,58.0,8.4,8.46,4.98,12381
643,0.66,Ideal,H,VS2,61.4,56.0,5.62,5.65,3.46,2178
644,1.0,Premium,G,SI1,60.0,60.0,6.47,6.42,3.87,3568
645,0.4,Ideal,I,IF,62.8,54.0,4.7,4.72,2.96,1053
646,0.31,Ideal,H,VS2,62.1,55.0,4.35,4.32,2.69,628
647,0.35,Ideal,G,IF,62.0,54.0,4.54,4.56,2.82,1001
648,1.33,Very Good,J,VS2,63.9,57.0,6.91,6.96,4.43,5913
649,1.01,Premium,G,VS2,61.8,59.0,6.45,6.4,3.97,5946
650,0.85,Good,G,SI1,64.2,58.0,6.01,5.92,3.83,2244
651,0.54,Premium,E,VS2,59.0,60.0,5.38,5.32,3.15,1687
652,0.4,Very Good,D,SI1,63.5,55.0,4.72,4.67,2.98,924
653,1.0,Premium,G,VS2,61.5,58.0,6.39,6.36,3.92,5967
654,1.0,Very Good,F,SI1,63.8,56.0,6.25,6.29,4.0,5030
655,0.41,Ideal,F,VVS2,61.7,57.0,4.73,4.8,2.94,1115
656,1.01,Fair,I,VS1,64.9,58.0,6.17,6.22,4.02,4263
657,0.72,Premium,E,SI1,62.8,52.0,5.78,5.72,3.61,2333
658,0.58,Ideal,G,VS1,62.2,55.0,5.32,5.35,3.32,1899
659,0.72,Good,G,VS1,58.0,57.8,5.85,5.87,3.4,2958
660,1.07,Premium,G,SI2,62.2,58.0,6.56,6.49,4.06,3545
661,1.22,Premium,D,SI2,62.0,60.0,6.8,6.74,4.2,6046
662,0.31,Premium,F,VS2,61.7,58.0,4.34,4.38,2.69,625
663,1.06,Premium,G,SI1,59.6,58.0,6.73,6.67,3.99,4903
664,1.02,Very Good,F,VVS2,62.9,59.0,6.37,6.42,4.02,8940
665,0.71,Premium,F,SI2,62.6,59.0,5.64,5.6,3.52,2072
666,1.24,Premium,D,SI2,59.1,59.0,7.03,6.98,4.14,5969
667,1.5,Premium,F,SI1,60.0,60.0,7.48,7.42,4.47,8400
668,0.3,Premium,D,SI2,62.3,58.0,4.32,4.29,2.68,574
669,1.71,Very Good,H,SI1,60.8,56.0,7.77,7.73,4.71,13169
670,1.03,Ideal,G,VS1,61.2,57.0,6.5,6.54,3.99,7391
671,1.01,Premium,H,SI1,61.2,58.0,6.43,6.47,3.95,4559
672,0.38,Ideal,E,VS2,61.5,54.0,4.67,4.69,2.88,968
673,1.55,Premium,D,VS2,61.5,58.0,7.51,7.48,4.61,16137
674,1.14,Premium,F,SI1,61.1,58.0,6.77,6.72,4.12,6448
675,1.51,Ideal,H,VS1,62.3,57.0,7.34,7.29,4.55,11967
676,0.42,Ideal,F,SI1,61.6,56.0,4.83,4.81,2.97,886
677,1.1,Very Good,F,VS2,60.6,58.0,6.67,6.77,4.07,7509
678,1.03,Premium,F,SI1,58.6,62.0,6.65,6.6,3.88,5087
679,0.53,Ideal,F,SI2,62.2,53.0,5.19,5.22,3.24,1078
680,1.0,Very Good,H,SI2,64.1,54.0,6.3,6.33,4.05,3991
681,0.71,Ideal,H,VVS1,62.0,57.0,5.71,5.75,3.55,2739
682,1.01,Ideal,E,VS2,62.1,56.0,6.41,6.45,3.99,7355
683,1.2,Good,G,VS1,62.8,59.0,6.64,6.7,4.19,8442
684,1.06,Ideal,F,VVS2,62.1,57.0,6.54,6.5,4.05,9118
685,0.45,Fair,F,SI1,57.9,66.0,5.08,4.98,2.91,794
686,0.83,Ideal,E,VS2,61.3,56.0,6.06,6.08,3.72,4271
687,0.3,Very Good,G,VVS2,60.4,59.0,4.33,4.35,2.62,598
688,0.72,Ideal,E,SI1,61.0,56.0,5.84,5.79,3.55,2951
689,0.91,Very Good,E,VS1,61.8,60.0,6.17,6.2,3.82,5530
690,0.55,Premium,E,VS2,59.1,62.0,5.37,5.32,3.16,1664
691,0.4,Premium,G,SI1,61.7,61.0,4.68,4.63,2.87,864
692,2.12,Premium,J,SI2,62.3,61.0,8.21,8.16,5.1,12140
693,1.03,Very Good,F,VS1,60.2,55.0,6.62,6.56,3.97,6733
694,0.9,Fair,H,VS2,64.8,58.0,6.07,6.03,3.92,3538
695,0.92,Premium,E,SI2,61.7,59.0,6.27,6.18,3.84,3941
696,0.8,Ideal,F,SI2,61.8,59.0,5.94,5.96,3.68,3066
697,0.9,Good,G,SI1,63.8,61.0,6.09,6.05,3.87,3774
698,0.36,Ideal,E,VS2,60.2,56.0,4.65,4.62,2.79,1080
699,0.71,Ideal,G,VVS1,61.4,59.0,5.7,5.76,3.52,3332
700,0.78,Good,E,SI2,64.0,57.0,5.84,5.81,3.73,2379
701,0.59,Premium,F,SI1,61.7,60.0,5.37,5.39,3.32,1412
702,0.43,Ideal,F,SI1,61.4,55.0,4.88,4.92,3.01,745
703,0.98,Ideal,G,SI2,62.9,57.0,6.33,6.29,3.97,4116
704,0.7,Fair,F,VS1,67.8,60.0,5.5,5.39,3.69,2381
705,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,5147
706,1.0,Good,H,VVS2,63.7,52.0,6.41,6.36,4.07,6194
707,0.74,Very Good,D,SI2,62.2,59.0,5.75,5.79,3.59,2713
